member_id,plan_id,plan_type,valuation_date,status,age,gender,service_years,retirement_age_assumption,salary_current,salary_5y_avg,salary_growth_assumption,contribution_rate_employee,contribution_rate_employer,accrual_rate,benefit_formula,termination_rate,mortality_table,mortality_improvement_scale,discount_rate_base,inflation_assumption,expected_return_on_assets,asset_allocation_equity,asset_allocation_fixed_income,asset_allocation_alts,asset_allocation_cash,assets_market_value_member,liability_pv_member,funded_ratio_member,liability_duration,benefit_payments_next_year_member,probability_retirement_next_year,probability_mortality_next_year,scenario_id,shock_interest_rate_bps,shock_equity_return,shock_inflation_bps,surplus_change_scenario_member,VaR_95_member,CTE_99_member,country,currency
M01543,P003,DC,12/31/2025,Active,39,M,6,64,1000588.584,888373.8588,0.061279771,0.087043817,0.143476993,,account_balance,0.12140661,IALM_2012-14_Ultimate,MP-2020,0.075164324,0.034244538,0.076880108,0.400822923,0.355147456,0.069772525,0.174257096,1534472.902,1534472.902,1,12.92587366,0,0,0.0032,rate_down_100bps,-100,0,50,-171095.8212,210488.7677,357766.9267,IN,INR
M01544,P002,DB,12/31/2025,Active,30,M,7,64,1227034.106,1141778.159,0.03666265,0.017303977,0.086800686,0.012499107,career_average,0.063796698,IAM-2012,MP-2020,0.079410236,0.035066012,0.074141561,0.280587071,0.222247767,0.132246376,0.364918787,1201480.574,1207058.162,0.995379189,12.08285183,0,0,0.0005,baseline,0,0,0,0,118456.6464,201340.2938,IN,INR
M01545,P006,DC,12/31/2025,Active,47,M,10,61,900665.1235,845747.2353,0.031956473,0.106419482,0.15428185,,account_balance,0.105005903,VBT-2015,MP-2021,0.073901121,0.050969784,0.084805113,0.534440478,0.309524313,0.154138082,0.001897127,3312397.553,3312397.553,1,17.16203066,0,0,0.0056,rate_down_100bps,-100,0,50,-517211.3047,599677.6425,1019269.719,IN,INR
M01546,P003,DC,12/31/2025,Active,43,M,11,66,1155000.048,1056008.84,0.045820678,0.058516254,0.086356559,,account_balance,0.024148414,IAM-2012,None,0.054646272,0.035385217,0.072486428,0.156103323,0.688444251,0.089247747,0.06620468,2472874.405,2472874.405,1,10.77801573,0,0,0.0044,equity_down_20,0,-0.2,0,-77204.78239,215102.1731,365608.3136,IN,INR
M01547,P005,DB,12/31/2025,Active,49,F,13,63,917024.0557,809798.1906,0.064147829,0.006102771,0.031917099,0.012301289,final_average,0.040050814,VBT-2015,MP-2020,0.05498979,0.050770052,0.098530583,0.368517361,0.594952096,0.008102627,0.028427916,1766648.158,1962855.456,0.900039864,15.15714971,0,0,0.0062,high_inflation,150,-0.05,300,334887.0573,238010.8321,404546.0709,IN,INR
M01548,P003,DC,12/31/2025,Active,39,M,7,64,680518.121,605433.5617,0.060197073,0.103366744,0.074649561,,account_balance,0.071116784,RP-2010,MP-2020,0.051805795,0.040548285,0.083859021,0.359711688,0.439396776,0.110332537,0.090559,1000067.014,1000067.014,1,10.26716198,0,0,0.0032,rate_down_100bps,-100,0,50,-80707.18913,127926.3933,217435.9852,IN,INR
M01549,P001,DB,12/31/2025,Active,56,F,16,68,598552.3065,542195.6392,0.050686239,0.052268639,0.09721115,0.014962702,career_average,0.066760402,IAM-2012,MP-2021,0.059360161,0.053243356,0.083677705,0.580927649,0.36700482,0.050571207,0.001496325,2627225.246,2219226.753,1.183847141,17.09683199,0,0,0.0083,baseline,0,0,0,0,511740.2491,869802.8794,IN,INR
M01550,P004,Hybrid,12/31/2025,Active,35,M,28,64,1782601.347,1608021.801,0.05288551,0.054427189,0.05797896,0.063456595,cash_balance,0.075555556,IAM-2012,MP-2021,0.052385963,0.034771628,0.065453335,0.330631988,0.612853381,0.015884593,0.040630037,4851588.576,4601440.711,1.054362944,11.56829414,0,0,0.002,equity_down_20,0,-0.2,0,-320818.0754,604052.7788,1026706.121,IN,INR
M01551,P006,DC,12/31/2025,Retired,61,M,7,65,1317614.4,1229542.098,0.035195713,0.042355401,0.072134647,,account_balance,0.086813405,RP-2010,MP-2021,0.08221214,0.030700972,0.084385917,0.216445744,0.669814011,0.094310387,0.019429857,1308436.709,1308436.709,1,12.34179164,87229.11396,0,0.0098,equity_down_20,0,-0.2,0,-56641.11146,129451.0425,220027.4255,IN,INR
M01552,P004,Hybrid,12/31/2025,Active,27,F,36,63,1570144.216,1387907.826,0.06362726,0.069025536,0.136104871,0.065076136,cash_balance,0.023122057,IALM_2012-14_Ultimate,MP-2020,0.050616221,0.032676588,0.071797005,0.201629043,0.440944235,0.321735372,0.03569135,5661313.411,5880498.017,0.962726863,10.64844476,0,0,0.0005,rate_up_100bps,100,0,-50,501365.4074,575354.6247,977927.9822,IN,INR
M01553,P005,DB,12/31/2025,Active,48,F,30,61,986279.3221,875341.6959,0.061478387,0.047145634,0.063278652,0.019494891,final_average,0.030550198,VBT-2015,MP-2021,0.073240678,0.058984436,0.078073176,0.407634153,0.312003917,0.07939508,0.20096685,7480016.904,8911338.527,0.839381972,17.40697285,0,0,0.0059,rate_up_100bps,100,0,-50,1434504.549,1036213.438,1761247.886,IN,INR
M01554,P006,DC,12/31/2025,Active,49,M,11,66,1089851.422,976847.123,0.056258816,0.089622961,0.120453052,,account_balance,0.068481177,RP-2010,MP-2021,0.082393336,0.046138503,0.081527976,0.416715896,0.143785013,0.423128566,0.016370526,3473788.878,3473788.878,1,16.98944265,0,0,0.0062,baseline,0,0,0,0,559854.4736,951582.4366,IN,INR
M01555,P002,DB,12/31/2025,Active,36,M,10,60,908668.8644,826316.6018,0.048647641,0.02651384,0.109501096,0.015560228,final_average,0.081673368,RP-2010,MI-2012,0.08579452,0.048210923,0.079118064,0.517153617,0.397275276,0.066881767,0.018689341,1572299.745,1704848.784,0.922251733,13.25938618,0,0,0.0023,equity_down_20,0,-0.2,0,-162624.0999,275312.9253,467948.2913,IN,INR
M01556,P002,DB,12/31/2025,Active,48,M,7,65,1657582.592,1451651.671,0.068578371,0.092565121,0.034058453,0.017112329,career_average,0.056439353,RP-2014,MP-2021,0.066378202,0.059010174,0.09237573,0.133279932,0.716600539,0.132908126,0.017211402,1261070.38,1612139.716,0.782233926,9.27113893,0,0,0.0059,high_inflation,150,-0.05,300,148015.5219,110036.4049,187028.4427,IN,INR
M01557,P004,Hybrid,12/31/2025,Active,57,M,17,60,843081.8154,743085.8324,0.065161279,0.029098952,0.075017987,0.053046083,cash_balance,0.0617588,RP-2010,MI-2012,0.074836972,0.053280179,0.063978533,0.176281099,0.67180491,0.137913349,0.014000643,1014399.572,1008670.396,1.005679928,17.14082962,0,0,0.0086,rate_down_100bps,-100,0,50,-138820.5434,93530.9064,158974.112,IN,INR
M01558,P003,DC,12/31/2025,Active,22,M,11,66,632342.1241,567293.15,0.05577722,0.041155368,0.084203707,,account_balance,0.087188486,IALM_2012-14_Ultimate,MP-2021,0.088046686,0.033379571,0.066693155,0.225221539,0.633803242,0.11845464,0.02252058,1115766.452,1115766.452,1,17.66359409,0,0,0.0005,baseline,0,0,0,0,111301.2512,189178.2968,IN,INR
M01559,P005,DB,12/31/2025,Active,49,F,12,62,1244911.272,1140281.776,0.04487204,0.03503414,0.117803903,0.019715762,final_average,0.032855874,IALM_2012-14_Ultimate,None,0.076864418,0.042653178,0.066279601,0.139190785,0.445629287,0.344830076,0.070349851,2959830.228,2597929.916,1.139303339,9.629870454,0,0,0.0062,baseline,0,0,0,0,275541.2369,468336.3516,IN,INR
M01560,P006,DC,12/31/2025,Active,20,M,6,64,919457.2699,826525.8758,0.054720891,0.079448708,0.06998889,,account_balance,0.074583774,IALM_2012-14_Ultimate,MP-2021,0.086043695,0.05464179,0.092673335,0.472894877,0.280386867,0.197788269,0.048929988,966804.3962,966804.3962,1,14.47848046,0,0,0.0005,baseline,0,0,0,0,157374.8011,267489.3276,IN,INR
M01561,P002,DB,12/31/2025,Active,34,F,18,64,1101808.576,993653.2509,0.053017637,0.018593439,0.147927613,0.01225396,final_average,0.12,VBT-2015,MP-2021,0.07737168,0.049949807,0.064728971,0.38165762,0.48171289,0.055698933,0.080930557,3649375.161,3857951.36,0.945936022,17.60244289,0,0,0.0017,rate_up_100bps,100,0,-50,591196.1322,491648.9031,835653.6979,IN,INR
M01562,P002,DB,12/31/2025,Retired,60,M,9,64,1355941.482,1239849.169,0.04576968,0.018950198,0.112144769,0.012803799,final_average,0.094251526,VBT-2015,None,0.052719891,0.03647232,0.098857697,0.217827157,0.671374101,0.084849816,0.025948926,2107639.313,2181458.527,0.966160615,15.26851272,142873.0202,0,0.0095,equity_down_20,0,-0.2,0,-91820.21602,208726.694,354771.937,IN,INR
M01563,P005,DB,12/31/2025,Active,38,M,5,63,758724.6276,698435.3954,0.042266959,0.069364951,0.074737641,0.020390069,final_average,0.049211045,IAM-2012,MP-2021,0.05787532,0.054171226,0.098766612,0.212193519,0.632190567,0.134458525,0.021157389,1138815.846,971659.2051,1.172032169,13.64580117,0,0,0.0029,baseline,0,0,0,0,110832.5017,188381.5653,IN,INR
M01564,P002,DB,12/31/2025,Active,32,M,10,64,892235.1313,815047.864,0.046280432,0.040658541,0.041643005,0.016329145,final_average,0.068963264,RP-2010,MP-2021,0.087618041,0.046765045,0.099672662,0.290949713,0.674175953,0.021565551,0.013308783,1429596.905,1607530.559,0.889312429,12.07849129,0,0,0.0011,equity_down_20,0,-0.2,0,-83188.16184,166771.4446,283460.7655,IN,INR
M01565,P005,DB,12/31/2025,Active,42,M,6,63,856247.7431,772286.8076,0.052956456,0.078196756,0.051764131,0.02265743,final_average,0.041526111,IALM_2012-14_Ultimate,MP-2020,0.083770757,0.053649525,0.099187566,0.240342299,0.605572262,0.114902079,0.03918336,1308350.48,1644152.654,0.795759735,15.66035557,0,0,0.0041,baseline,0,0,0,0,133039.386,226126.5187,IN,INR
M01566,P003,DC,12/31/2025,Retired,65,F,22,63,1756890.338,1602312.685,0.047125394,0.062939175,0.121984719,,account_balance,0.009912349,RP-2010,MP-2021,0.066908871,0.048793951,0.065960789,0.208059881,0.407506652,0.213090141,0.171343326,13161837.01,13161837.01,1,17.88903242,877455.801,0,0.011,high_inflation,150,-0.05,300,2992600.214,1183151.838,2010998.504,IN,INR
M01567,P004,Hybrid,12/31/2025,Active,26,M,29,63,990974.1998,915255.4021,0.04054298,0.019204977,0.089363443,0.063626158,cash_balance,0.056759888,IAM-2012,MP-2021,0.056445026,0.043886215,0.086296694,0.630636322,0.235639765,0.12814168,0.005582233,2490214.619,2871415.64,0.867242828,14.75304082,0,0,0.0005,baseline,0,0,0,0,523706.1226,890141.2273,IN,INR
M01568,P001,DB,12/31/2025,Active,33,M,10,64,1056391.841,939407.5326,0.060438533,0.056291692,0.122126252,0.022178162,final_average,0.029911933,IAM-2012,MP-2021,0.056286817,0.051855335,0.075987614,0.28939523,0.680958969,0.023636992,0.006008808,3091550.701,2821540.264,1.095696113,13.542744,0,0,0.0014,equity_down_20,0,-0.2,0,-178936.0052,360589.2374,612892.102,IN,INR
M01569,P004,Hybrid,12/31/2025,Active,59,F,19,62,585137.3453,529466.6515,0.0512587,0.074290885,0.117141195,0.108070474,cash_balance,0.099800855,IALM_2012-14_Ultimate,None,0.08619448,0.055969406,0.089272931,0.522643122,0.367499013,0.000148725,0.10970914,1660213.219,1835329.365,0.904585984,10.51087848,0,0.02,0.0092,equity_down_20,0,-0.2,0,-173539.804,291770.7828,495921.6466,IN,INR
M01570,P003,DC,12/31/2025,Retired,63,M,19,68,1367996.154,1282716.346,0.032707007,0.118232004,0.124600872,,account_balance,0.11409196,RP-2010,MP-2021,0.056648315,0.043966959,0.076236718,0.303361895,0.420642685,0.269204558,0.006790862,11893669.25,11893669.25,1,16.75107598,792911.2834,0,0.0104,rate_up_100bps,100,0,-50,1742168.325,1432628.069,2435032.269,IN,INR
M01571,P004,Hybrid,12/31/2025,Active,43,M,1,64,1193795.55,1093753.894,0.04473266,0.060001651,0.101394794,0.096659627,cash_balance,0.122746551,IAM-2012,MP-2021,0.065451199,0.030893632,0.075329545,0.35851979,0.474401318,0.080650728,0.086428164,118749.42,107979.8151,1.099737204,12.45420683,0,0,0.0044,baseline,0,0,0,0,15189.17267,25816.97677,IN,INR
M01572,P001,DB,12/31/2025,Active,32,M,7,62,676131.4141,595673.8729,0.065396538,0.073961089,0.032474616,0.022699605,final_average,0.032655856,RP-2014,MP-2021,0.086032172,0.047796746,0.096158045,0.300825535,0.281359569,0.089029623,0.328785273,1783714.236,1507259.566,1.183415436,15.92440257,0,0,0.0011,rate_down_100bps,-100,0,50,-214928.8276,186265.161,316594.1582,IN,INR
M01573,P005,DB,12/31/2025,Retired,65,F,11,64,2339264.343,2081114.379,0.060209461,0.005678074,0.077825688,0.015635753,career_average,0.064981087,VBT-2015,MP-2021,0.051337315,0.032710096,0.079781869,0.24942011,0.64971185,0.008824915,0.092043126,4924485.998,4341815.335,1.13419978,12.13008684,357937.696,0,0.011,baseline,0,0,0,0,512980.6081,871911.1125,IN,INR
M01574,P006,DC,12/31/2025,Retired,60,F,8,66,1145941.915,1053543.305,0.042929871,0.057843917,0.139450641,,account_balance,0.107608067,RP-2010,MP-2021,0.075229646,0.03973572,0.089590328,0.193392932,0.725385387,0.079186268,0.002035413,2343745.46,2343745.46,1,10.08759281,156249.6973,0,0.0095,rate_down_100bps,-100,0,50,-151421.5632,227458.8326,386610.879,IN,INR
M01575,P002,DB,12/31/2025,Active,51,F,7,60,743686.8497,652577.5073,0.067527326,0.027265526,0.077941031,0.012562443,final_average,0.027598868,IALM_2012-14_Ultimate,MP-2020,0.064023824,0.046493457,0.085996686,0.217728375,0.594235937,0.086629664,0.101406024,841795.5066,861833.4962,0.976749581,15.01824238,0,0,0.0068,baseline,0,0,0,0,79264.7849,134726.0417,IN,INR
M01576,P001,DB,12/31/2025,Active,36,M,20,65,983346.1547,921407.7712,0.033064116,0.057187225,0.130271549,0.017558358,career_average,0.077124455,IAM-2012,MI-2012,0.054311332,0.040358179,0.086308339,0.122258543,0.586213541,0.289467514,0.002060402,4404382.057,4501205.201,0.978489507,13.91115007,0,0,0.0023,baseline,0,0,0,0,399578.9937,679162.8367,IN,INR
M01577,P001,DB,12/31/2025,Active,44,F,8,64,834128.0367,730675.9444,0.068449388,0.024230499,0.147138635,0.016651805,career_average,0.164444444,IAM-2012,MP-2021,0.072700956,0.038427941,0.073964705,0.268167442,0.597837175,0.129403825,0.004591558,1178956.667,1008113.173,1.169468565,10.35698123,0,0,0.0047,rate_up_100bps,100,0,-50,69168.886,128707.8789,218764.2732,IN,INR
M01578,P004,Hybrid,12/31/2025,Active,42,M,13,62,1972366.645,1824166.45,0.039828204,0.083881757,0.102865512,0.08814876,cash_balance,0.080250244,IAM-2012,MP-2020,0.069396047,0.03060334,0.070097934,0.324362694,0.555164114,0.098697848,0.021775344,2584156.988,2795703.94,0.924331418,16.46552971,0,0,0.0041,baseline,0,0,0,0,314061.0268,533808.2862,IN,INR
M01579,P004,Hybrid,12/31/2025,Active,47,M,19,66,1498434.34,1411420.954,0.030363767,0.048055935,0.047400489,0.07132103,cash_balance,0.061302897,VBT-2015,MP-2020,0.053968062,0.038078105,0.095417261,0.317569209,0.57510801,0.100937203,0.006385578,2592519.577,2668097.05,0.971673642,11.72298357,0,0,0.0056,equity_down_20,0,-0.2,0,-164660.8785,312559.39,531255.9601,IN,INR
M01580,P003,DC,12/31/2025,Deferred,59,F,23,63,1207805.692,1101061.234,0.047352321,0.069754356,0.097586033,,account_balance,0.065075806,RP-2010,MP-2021,0.060688451,0.041543951,0.060983595,0.286996286,0.585383939,0.120613352,0.007006423,8371239.661,8371239.661,1,12.98585794,0,0,0.0092,baseline,0,0,0,0,947858.9062,1611072.038,IN,INR
M01581,P002,DB,12/31/2025,Active,53,M,5,63,2132020.477,1954753.035,0.044358817,0.079408204,0.031138003,0.015695767,career_average,0.176057687,IAM-2012,MP-2021,0.079614247,0.038707611,0.066917023,0.128729887,0.326298796,0.422148533,0.122822784,1924214.72,2066457.152,0.931166039,13.47044555,0,0,0.0074,baseline,0,0,0,0,190285.6136,323427.7055,IN,INR
M01582,P003,DC,12/31/2025,Active,33,M,5,66,617106.0519,558070.093,0.05156356,0.083588285,0.075098096,,account_balance,0.177777778,VBT-2015,MP-2021,0.08023401,0.048852561,0.06531149,0.273962238,0.530994581,0.170193707,0.024849475,518668.5755,518668.5755,1,11.21738368,0,0,0.0014,rate_up_100bps,100,0,-50,44410.53399,56816.48238,96570.7506,IN,INR
M01583,P004,Hybrid,12/31/2025,Active,58,M,12,65,1396045.14,1238100.818,0.061870914,0.07320621,0.12858822,0.097275058,cash_balance,0.046565558,RP-2014,None,0.073947309,0.049974322,0.097975485,0.212645237,0.634539123,0.126106072,0.026709568,1806482.487,1922519.051,0.939643478,13.51845924,0,0,0.0089,baseline,0,0,0,0,175486.6,298273.8806,IN,INR
M01584,P003,DC,12/31/2025,Active,47,M,2,66,1259547.011,1113213.139,0.063697232,0.095610484,0.124912349,,account_balance,0.074334526,RP-2010,None,0.054419487,0.053397102,0.060201055,0.11335662,0.723769088,0.152680699,0.010193593,520535.2137,520535.2137,1,9.609976181,0,0,0.0056,equity_down_20,0,-0.2,0,-11801.22251,44785.29605,76121.39074,IN,INR
M01585,P006,DC,12/31/2025,Active,51,F,6,64,887617.5074,811188.222,0.0460492,0.079339748,0.068730183,,account_balance,0.064812188,IALM_2012-14_Ultimate,MP-2021,0.084123672,0.035577151,0.060320892,0.182501892,0.589716795,0.097336708,0.130444606,859115.8206,859115.8206,1,10.68292437,0,0,0.0068,baseline,0,0,0,0,73737.94969,125332.1017,IN,INR
M01586,P001,DB,12/31/2025,Deferred,59,M,21,65,889402.9667,811044.0164,0.04719383,0.061857792,0.125988471,0.010570253,flat,0.057540174,RP-2010,MI-2012,0.056908159,0.048567811,0.06906913,0.513423345,0.219218104,0.214375997,0.052982554,2379792.83,2066999.5,1.15132724,11.48130517,0,0,0.0092,baseline,0,0,0,0,417600.5493,709794.0035,IN,INR
M01587,P004,Hybrid,12/31/2025,Active,33,M,15,66,1491704.878,1390031.088,0.035927109,0.060944976,0.132121509,0.052776028,cash_balance,0.014146057,IAM-2012,MI-2012,0.078837535,0.042901788,0.071163498,0.396715758,0.426411761,0.056583359,0.120289123,1658189.304,1608172.802,1.031101448,12.23386757,0,0,0.0014,equity_down_20,0,-0.2,0,-131565.9652,228176.2017,387830.1885,IN,INR
M01588,P003,DC,12/31/2025,Active,44,M,10,61,1443310.355,1355448.12,0.031901904,0.111338837,0.175694992,,account_balance,0.069421024,IALM_2012-14_Ultimate,MP-2021,0.05170337,0.039686493,0.082392986,0.05459155,0.726074502,0.150811317,0.06852263,5780172.912,5780172.912,1,11.23963385,0,0,0.0047,equity_down_20,0,-0.2,0,-63109.72015,460450.9613,782626.6795,IN,INR
M01589,P003,DC,12/31/2025,Active,39,F,14,65,519168.0565,465874.7915,0.0556486,0.056373516,0.159500818,,account_balance,0.047076634,RP-2010,MP-2020,0.063273194,0.04448324,0.098449171,0.206736091,0.56971922,0.219012234,0.004532455,2716802.168,2716802.168,1,13.23680392,0,0,0.0032,rate_up_100bps,100,0,-50,282227.0553,266983.7954,453791.302,IN,INR
M01590,P004,Hybrid,12/31/2025,Active,28,F,16,64,2229725.98,2091251.064,0.032577505,0.023958762,0.10849128,0.113591105,cash_balance,0.120389005,IALM_2012-14_Ultimate,MP-2021,0.069134464,0.044438835,0.0786017,0.502469079,0.403574988,0.054596405,0.039359528,5896379.608,5428871.606,1.086115133,14.93261943,0,0,0.0005,equity_down_20,0,-0.2,0,-592549.6863,1004660.58,1707617.619,IN,INR
M01591,P004,Hybrid,12/31/2025,Active,47,M,4,61,1646630.134,1467285.039,0.059353205,0.051319355,0.064767067,0.061234938,cash_balance,0.031037201,RP-2010,MP-2021,0.051118562,0.049181114,0.07155118,0.206861924,0.437102656,0.346912847,0.009122573,333404.8398,384098.5839,0.868018925,12.10732543,0,0,0.0056,high_inflation,150,-0.05,300,55377.74935,35256.96315,59926.12095,IN,INR
M01592,P006,DC,12/31/2025,Retired,69,F,8,64,867445.2058,784460.2775,0.051563606,0.115279914,0.160025004,,account_balance,0.133265935,RP-2014,None,0.056862145,0.046776551,0.092680013,0.274134576,0.660885931,0.04403507,0.020944423,2462900.749,2462900.749,1,9.336689441,164193.3833,0,0.0122,baseline,0,0,0,0,274973.1843,467370.8348,IN,INR
M01593,P001,DB,12/31/2025,Active,26,F,23,61,689648.7656,640148.4341,0.037943319,0.044724071,0.144021887,0.016985636,career_average,0.097777778,RP-2014,MP-2020,0.06275641,0.048938233,0.075431285,0.24051914,0.49956893,0.258136897,0.001775033,4126806.052,3677203.545,1.122267506,14.70372413,0,0,0.0005,rate_down_100bps,-100,0,50,-437604.6608,438480.5823,745283.7132,IN,INR
M01594,P001,DB,12/31/2025,Active,44,M,12,65,1622860.15,1467559.448,0.051580918,0.063389139,0.098932918,0.022795398,final_average,0.064308398,RP-2014,MP-2021,0.089300294,0.05941483,0.065669874,0.182179013,0.38748275,0.380475144,0.049863093,6096374.612,6791718.529,0.897618855,16.9182543,0,0,0.0047,rate_down_100bps,-100,0,50,-1030928.212,630514.5746,1071683.131,IN,INR
M01595,P005,DB,12/31/2025,Active,50,M,13,64,1231052.988,1144066.635,0.037319909,0.045252472,0.131185005,0.022325353,final_average,0.043406219,RP-2010,MP-2021,0.081179034,0.054313954,0.091783168,0.374488196,0.560532183,0.054859612,0.010120009,3414120.606,3360580.832,1.015931702,10.12095136,0,0,0.0065,baseline,0,0,0,0,462584.677,786253.3477,IN,INR
M01596,P003,DC,12/31/2025,Active,45,M,10,67,1359168.028,1238579.968,0.047549488,0.051639309,0.081405365,,account_balance,0.155555556,IALM_2012-14_Ultimate,None,0.083627859,0.038761746,0.060096576,0.395039738,0.498927803,0.091153559,0.014878899,2206219.41,2206219.41,1,10.66589529,0,0,0.005,baseline,0,0,0,0,309189.8439,525528.756,IN,INR
M01597,P002,DB,12/31/2025,Active,43,F,3,62,1272997.042,1128736.958,0.061982413,0.08222623,0.07992444,0.020518159,final_average,0.082668242,RP-2014,MP-2020,0.076700676,0.046004597,0.068204594,0.344694119,0.316179999,0.267100963,0.07202492,686725.1638,643826.6803,1.066630484,9.266518118,0,0,0.0044,rate_down_100bps,-100,0,50,-48803.87791,88520.52814,150457.9919,IN,INR
M01598,P001,DB,12/31/2025,Active,31,M,7,64,1700692.959,1547064.023,0.048476772,0.01804767,0.052076611,0.013931407,career_average,0.168888889,VBT-2015,MP-2021,0.06169578,0.03688083,0.085405325,0.171847067,0.653210672,0.068649476,0.106292785,1346279.231,1654514.808,0.813700322,10.96653332,0,0,0.0008,baseline,0,0,0,0,116900.4016,198695.1507,IN,INR
M01599,P001,DB,12/31/2025,Active,46,M,14,62,1447243.696,1348546.036,0.035947973,0.069537853,0.092412317,0.017385469,career_average,0.046815449,VBT-2015,MP-2021,0.078377916,0.045566638,0.064098496,0.071151313,0.538237093,0.278027456,0.112584139,4159829.519,3827550.875,1.086812339,11.66113275,0,0,0.0053,equity_down_20,0,-0.2,0,-59195.46652,332413.3915,565001.728,IN,INR
M01600,P006,DC,12/31/2025,Active,36,M,8,64,774331.4206,690515.4361,0.058953147,0.075533502,0.157935314,,account_balance,0.041671612,RP-2014,MP-2020,0.076949639,0.051362471,0.07023273,0.638118396,0.14320701,0.211951083,0.006723511,1692018.761,1692018.761,1,13.10370055,0,0,0.0023,rate_up_100bps,100,0,-50,209601.6243,362998.2246,616986.648,IN,INR
